"company_name","tier","sub_sector","geography","town","postcode","employee_count_estimate","website","careers_portal","contact_name","contact_title","contact_email","email_confidence","source_url","personalisation_hook","excluded_reason","date_scoped","status"
"M+A Partners","B","Chartered accountants / tax","Norwich (city centre)","Norwich","NR1 4DJ","90+","https://www.mapartners.co.uk","no","Chris Dugdale","Partner","chris.dugdale@mapartners.co.uk","published","https://www.mapartners.co.uk/about-us/the-partners/","An independent Norwich firm of chartered accountants since 1917 (10 partners, 90+ staff).","","2026-07-22",""
"M+A Partners","B","Chartered accountants / tax","Norwich (city centre)","Norwich","NR1 4DJ","90+","https://www.mapartners.co.uk","no","Scott Lindsay","Partner","scott.lindsay@mapartners.co.uk","published","https://www.mapartners.co.uk/about-us/the-partners/","An independent Norwich firm of chartered accountants since 1917 (10 partners, 90+ staff).","","2026-07-22",""
"Aston Shaw","B","Chartered certified accountants / tax","Norwich (city centre)","Norwich","NR1 1BY","","https://astonshaw.co.uk","no","Dominic Shaw","Director","","","https://astonshaw.co.uk/about/norwich/","A firm of Norwich chartered certified accountants since 1969, offering accounts, tax and business advice.","","2026-07-22",""
"Aston Shaw","B","Chartered certified accountants / tax","Norwich (city centre)","Norwich","NR1 1BY","","https://astonshaw.co.uk","no","Mark Noakes","Director","","","https://astonshaw.co.uk/about/norwich/","A firm of Norwich chartered certified accountants since 1969, offering accounts, tax and business advice.","","2026-07-22",""
"Accountants etc","B","Accountancy / tax","Norwich (city centre)","Norwich","NR2 2PE","","https://accountantsetc.com","no","James Churchill","Managing Director","","","https://accountantsetc.com/","A Norwich firm of accountants and tax advisers serving SMEs.","","2026-07-22",""
"Norwich Accountancy Services","B","Accountancy / tax","Norwich (city centre)","Norwich","NR3 1RB","","https://www.yournorwichaccountants.co.uk","no","Jonathan Hook","Director","","","https://find-and-update.company-information.service.gov.uk/company/07413254/officers","An owner-managed Norwich accountancy practice serving local businesses.","","2026-07-22",""
"JHW Business Services","B","Chartered certified accountants","Norwich (city centre)","Norwich","NR1 4DS","","https://jhwbusiness.co.uk","no","Christopher Vines","Director","","","https://find-and-update.company-information.service.gov.uk/company/12115678/officers","A Norwich firm of chartered certified accountants and business advisers.","","2026-07-22",""
"JHW Business Services","B","Chartered certified accountants","Norwich (city centre)","Norwich","NR1 4DS","","https://jhwbusiness.co.uk","no","Adam Pearce","Director","","","https://find-and-update.company-information.service.gov.uk/company/12115678/officers","A Norwich firm of chartered certified accountants and business advisers.","","2026-07-22",""
"Waveney Insurance Brokers","B","Insurance broking","Norwich (city centre)","Norwich","NR1 3NX","","","no","Mike Cox","Director","","","https://find-and-update.company-information.service.gov.uk/company/00823736","A Norwich commercial insurance broker established 1964.","","2026-07-22",""
"Leathes Prior","C","Law firm (corporate & commercial)","Norwich (city centre)","Norwich","NR1 4DR","~100","https://www.leathesprior.co.uk","no","","","","","https://www.leathesprior.co.uk/services/corporate-and-commercial","A full-service Norwich law firm (15 partners) with a dedicated corporate and commercial team.","","2026-07-22",""
"Cozens-Hardy","C","Law firm (corporate & commercial)","Norwich (city centre)","Norwich","NR1 3DP","","https://www.cozens-hardy.com","no","Dan Evans","Principal (Corporate & Commercial)","dwevans@cozens-hardy.com","published","https://www.cozens-hardy.com/team","An award-winning Norwich law firm with a corporate and commercial team advising businesses.","","2026-07-22",""
"Cozens-Hardy","C","Law firm (corporate & commercial)","Norwich (city centre)","Norwich","NR1 3DP","","https://www.cozens-hardy.com","no","Simon Whipp","Principal (Corporate & Commercial)","wswhipp@cozens-hardy.com","published","https://www.cozens-hardy.com/team","An award-winning Norwich law firm with a corporate and commercial team advising businesses.","","2026-07-22",""
"Clapham & Collinge","C","Law firm (business services)","Norwich (city centre)","Norwich","NR1 3GA","","https://www.clapham-collinge.co.uk","no","","","info@clapham-collinge.co.uk","generic","https://www.clapham-collinge.co.uk/contact-us/","A Norwich law firm with a business-services team covering commercial property, litigation and employment.","","2026-07-22",""
"Hansells","C","Law firm (corporate & commercial)","Norwich (city centre)","Norwich","NR3 1RE","","https://www.hansells.co.uk","no","","","","","https://www.hansells.co.uk/business-services/commercial-law/","A Norwich law firm (est. 1827) with a corporate and commercial team.","","2026-07-22",""
"D O'Kane Financial Services","A","IFA / financial planning","Norwich (wider Norfolk)","Gorleston-on-Sea","NR31 6QX","","https://www.dokanefinancialservices.co.uk","no","David O'Kane","Managing Director","info@dokanefinancialservices.co.uk","generic","https://www.dokanefinancialservices.co.uk/meet-the-team.html","An independent financial adviser in Gorleston-on-Sea, established 2010.","","2026-07-22",""
"Mortlock Wealth Management","A","Wealth management (SJP Partner practice)","Norwich (wider Norfolk)","Gorleston-on-Sea","NR31 6PF","","https://partnership.sjp.co.uk/partner/mortlockwealthmanagement","no","Victor Mortlock","Principal","","","https://partnership.sjp.co.uk/partner/mortlockwealthmanagement","A Gorleston-based wealth-management practice (St. James's Place).","","2026-07-22",""
"PlanTech Independent Ltd","A","IFA / financial planning","Norwich (wider Norfolk)","Dereham","","","https://plantech.co.uk","no","Stuart Sutton","Financial Adviser","","","https://plantech.co.uk/","A Dereham-area independent financial adviser.","","2026-07-22",""
"Elmham Financial Limited","A","IFA / financial planning","Norwich (wider Norfolk)","Dereham","NR19 2DJ","","https://www.elmhamfinancial.co.uk","no","Michael Mullins","Director","","","https://www.elmhamfinancial.co.uk","An independent financial adviser in Dereham, advising since 2003.","","2026-07-22",""
"Fenn & Co Accountants Limited","B","Accountancy practice","Norwich (wider Norfolk)","Caister-on-Sea","NR30 5ES","","https://www.fennandco.com","no","Nicholas Fenn","Proprietor","","","https://www.fennandco.com/","An independent chartered/certified accountancy practice in Caister-on-Sea.","","2026-07-22",""
"M P Watson & Co","B","Accountancy practice","Norwich (wider Norfolk)","Great Yarmouth","NR30 2LQ","","https://mpwatson.net","no","Michael Watson","Senior Partner","info@mpwatson.net","generic","https://mpwatson.net/","A long-established Great Yarmouth accountancy practice.","","2026-07-22",""
"Fox & Co (Anglia) Limited","B","Accountancy practice","Norwich (wider Norfolk)","Dereham","NR19 1BX","","http://www.foxandcoanglia.co.uk","no","Andrew Fox","Director","","","https://find.icaew.com/firms/dereham/fox-and-co-anglia-limited/ZPw4Qf","A Dereham firm of ICAEW chartered accountants.","","2026-07-22",""
"R J Crane & Co","B","Accountancy practice","Norwich (wider Norfolk)","Dereham","NR19 2DJ","","https://rjcrane.co.uk","no","","","enquiries@rjcrane.co.uk","generic","https://rjcrane.co.uk/","A Dereham firm of chartered certified accountants.","","2026-07-22",""
"Mandrake (UK) Ltd","B","Accountancy practice","Norwich (wider Norfolk)","Dereham","NR20 3TL","","https://mandrakeuk.com","no","","","","","https://mandrakeuk.com/","A firm of chartered management accountants in East Dereham providing accountancy and payroll since 2004.","","2026-07-22",""
"Taylor Minns Limited","B","Accountancy practice","Norwich (wider Norfolk)","North Walsham","NR28 9DQ","","https://www.taylor-minnsnorfolk.co.uk","no","Nick Taylor","Director","office@taylorminns.co.uk","generic","https://www.taylor-minnsnorfolk.co.uk/","A North Walsham accountancy practice serving local businesses and individuals.","","2026-07-22",""
"Sexty & Co Ltd","B","Accountancy practice","Norwich (wider Norfolk)","North Walsham","NR28 9DA","","https://www.sexty.co.uk","no","Ian Barlow","Director","","","https://find-and-update.company-information.service.gov.uk/company/01153437/officers","An independent firm of chartered certified accountants in North Walsham.","","2026-07-22",""
"Sexty & Co Ltd","B","Accountancy practice","Norwich (wider Norfolk)","North Walsham","NR28 9DA","","https://www.sexty.co.uk","no","Andrew Orves","Director","","","https://find-and-update.company-information.service.gov.uk/company/01153437/officers","An independent firm of chartered certified accountants in North Walsham.","","2026-07-22",""
"H&M Accountancy Solutions Ltd","B","Accountancy practice","Norwich (wider Norfolk)","North Walsham","NR28 0DA","","https://www.hm-accountancy.co.uk","no","","","enquiries@hm-accountancy.co.uk","generic","https://www.hm-accountancy.co.uk/","A North Walsham practice providing tailored accountancy and tax packages.","","2026-07-22",""
"R Todd Insurance Services Ltd","B","Insurance broker","Norwich (wider Norfolk)","Gorleston-on-Sea","NR31 7BE","","https://toddinsurance.co.uk","no","","","enquiries@toddinsurance.co.uk","generic","https://toddinsurance.co.uk/about-us/","A Gorleston insurance broker since 1978 (now part of JMG Insurance Brokers).","","2026-07-22",""
"Stephenson Smart (Gorleston office)","B","Accountancy practice","Norwich (wider Norfolk)","Gorleston-on-Sea","","","https://www.stephenson-smart.com","no","Henry Pettit","Partner","","","https://www.stephenson-smart.com/offices/gorleston-accountants/","The Gorleston office (opened 2015) of Stephenson Smart, a seven-office East Anglia chartered accountancy firm.","","2026-07-22",""
"Stephenson Smart (Gorleston office)","B","Accountancy practice","Norwich (wider Norfolk)","Gorleston-on-Sea","","","https://www.stephenson-smart.com","no","Alex Salmon","Partner","","","https://www.stephenson-smart.com/offices/gorleston-accountants/","The Gorleston office (opened 2015) of Stephenson Smart, a seven-office East Anglia chartered accountancy firm.","","2026-07-22",""
"M+A Partners (Attleborough office)","B","Accountancy & tax practice","Norwich (wider Norfolk)","Attleborough","NR17 2AE","","https://www.mapartners.co.uk","no","Mary-Anne Sargeant","Partner","mary-anne.sargeant@mapartners.co.uk","published","https://www.mapartners.co.uk/attleborough-office/","The Attleborough office of M+A Partners, an independent East Anglia firm of chartered accountants.","","2026-07-22",""
"Thain Wildbur","B","Chartered accountancy & tax","Norwich (wider Norfolk)","King's Lynn","PE30 1ES","","https://thainwildbur.co.uk","no","Simon Dimblebee","Partner","enquiries@thainwildbur.co.uk","generic","https://thainwildbur.co.uk/","A long-established King's Lynn chartered accountancy firm, trading since 1937.","","2026-07-22",""
"Steve Pye & Co","B","Chartered accountancy & tax","Norwich (wider Norfolk)","King's Lynn","PE30 2JG","","https://www.stevepye.com","no","","","admin@stevepye.com","generic","https://www.stevepye.com/contact-us/","A King's Lynn accountancy firm (with a second office in Aylsham) serving local businesses.","","2026-07-22",""
"IBA Wealth Management Ltd","A","Wealth management / IFA","Norwich (wider Norfolk)","King's Lynn","PE30 4YR","11-50","https://ibawm.co.uk","no","Darren Cubitt","Managing Director","darren.cubitt@ibawm.co.uk","inferred","https://ibawm.co.uk/our_team","A King's Lynn wealth-management and IFA firm (appointed representative of Quilter). [email pattern: firstname.lastname@ibawm.co.uk]","","2026-07-22",""
"IBA Wealth Management Ltd","A","Wealth management / IFA","Norwich (wider Norfolk)","King's Lynn","PE30 4YR","11-50","https://ibawm.co.uk","no","Lewis Charles Richardson","Director","lewis.richardson@ibawm.co.uk","inferred","https://ibawm.co.uk/our_team","A King's Lynn wealth-management and IFA firm (appointed representative of Quilter). [email pattern: firstname.lastname@ibawm.co.uk]","","2026-07-22",""
"Stephenson Smart (King's Lynn office)","B","Chartered accountancy & business advisory","Norwich (wider Norfolk)","King's Lynn","PE30 1HJ","","https://www.stephenson-smart.com","no","Mike Andrews","Managing Partner","","","https://www.stephenson-smart.com/offices/kings-lynn-accountants/","The King's Lynn office of Stephenson Smart, an East Anglia chartered accountancy firm, with audit, academy and charity specialisms.","","2026-07-22",""
"West Norfolk Insurance Services Limited","B","Insurance broker","Norwich (wider Norfolk)","King's Lynn","","","https://westnorfolkinsurance.co.uk","no","Lorraine Adams","Director","","","https://find-and-update.company-information.service.gov.uk/company/01387283/officers","An independent King's Lynn insurance broker founded 1979.","","2026-07-22",""
"Stacey & Partners","B","Chartered accountancy & audit","Norwich (wider Norfolk)","Thetford","IP24 3AG","","https://www.staceys.co.uk","no","Mark Wallace","Managing Partner","","","https://www.staceys.co.uk","A firm of chartered accountants and registered auditors with a Thetford office (HQ Bury St Edmunds).","","2026-07-22",""
"PAB Wealth Management","A","Wealth management / financial planning","Norwich (wider Norfolk)","King's Lynn","PE30 1ES","","https://pabwealth.co.uk","no","Luke Thompson","Founder & Financial Adviser","luke@pabwealth.co.uk","published","https://pabwealth.co.uk/","A King's Lynn wealth-management and financial planning firm covering mortgages, protection and advice.","","2026-07-22",""
"DG Financial Services Ltd","A","Independent financial advisers (IFA)","Norwich (wider Norfolk)","Diss","IP22 4GT","","https://dgfs.biz","no","Russell Golledge","Chartered Financial Planner","russell.golledge@dgfs.biz","published","https://dgfs.biz/our-people/","An independent financial adviser in Diss, established 2010, with a Chartered Financial Planner.","","2026-07-22",""
"Newman & Co","B","Chartered accountancy & tax","Norwich (wider Norfolk)","Diss","IP22 4DD","","https://www.newmans-online.co.uk","no","Les Newman","Founder / Partner","diss@newmans-online.co.uk","generic","https://www.newmans-online.co.uk/index.php/the-team/diss-team","A firm of chartered accountants with a Diss office, established 1984.","","2026-07-22",""
"Newman & Co","B","Chartered accountancy & tax","Norwich (wider Norfolk)","Diss","IP22 4DD","","https://www.newmans-online.co.uk","no","Wayne Goddard","Director","diss@newmans-online.co.uk","generic","https://www.newmans-online.co.uk/index.php/the-team/diss-team","A firm of chartered accountants with a Diss office, established 1984.","","2026-07-22",""
"Mapus-Smith & Lemmon LLP","B","Chartered accountancy","Norwich (wider Norfolk)","King's Lynn","PE30 1HE","11-50","https://www.mapus.co.uk","no","Sharon Edwards","Partner","","","https://mapus.co.uk/team_group/our-team/","One of the oldest King's Lynn firms of chartered accountants (founded 1918), with offices in King's Lynn, Downham Market and Wisbech.","","2026-07-22",""
"Clenshaw Minns Ltd","B","Chartered accountancy & tax","Norwich (wider Norfolk)","King's Lynn","PE30 5DA","","https://clenshawminns.co.uk","no","Paul Stebbings","Director","","","https://clenshawminns.co.uk/","An independent firm of chartered accountants with offices in King's Lynn and Swaffham.","","2026-07-22",""
"Beckford & Lewis Financial Planning Ltd","A","Financial planning (St. James's Place AR)","Norwich (wider Norfolk)","Diss","IP22 4AB","","https://www.beckfordandlewis.co.uk","no","","","","","https://www.beckfordandlewis.co.uk/","A Diss-based financial planning practice (appointed representative of St. James's Place).","","2026-07-22",""
"Nathan Sims Financial Planning","A","Financial planning (St. James's Place AR)","Norwich (wider Norfolk)","King's Lynn","","","https://partnership.sjp.co.uk/partner/nathansims","no","Nathan Sims","Principal / Financial Adviser","","","https://partnership.sjp.co.uk/partner/nathansims","A King's Lynn financial planning practice (St. James's Place) serving individuals, families and business owners.","","2026-07-22",""
"Activate Insurance Brokers","B","Insurance broker","Norwich (wider Norfolk)","Attleborough","NR17 2AB","","https://activateinsurance.co.uk","no","","","","","https://activateinsurance.co.uk/insurance-broker-norfolk/","An independent commercial insurance broker in Attleborough focused on hospitality, commercial property and agriculture.","","2026-07-22",""
"MM Commercial Finance Ltd","B","Commercial finance / mortgage broker","South Essex (Southend core)","Westcliff-on-Sea","SS0 0NW","","https://www.mmcommercial.co.uk/","no","Barry Lee Clark","Director","","","https://find-and-update.company-information.service.gov.uk/company/12202203/officers","A whole-of-market commercial finance and mortgage broker in Westcliff sourcing from 100+ lenders for business owners, developers and investors.","","2026-07-22",""
"Dive Master Insurance Consultants Limited","B","Specialist insurance broker","South Essex (Southend core)","Leigh-on-Sea","SS9 2HA","","https://www.divemasterinsurance.com/","no","Robert Walter Archell","Director","","","https://find-and-update.company-information.service.gov.uk/company/02658166/officers","A Leigh-on-Sea specialist scuba-diving insurance provider trading since 1987.","","2026-07-22",""
"G&G Insurance Brokers Limited","B","Insurance broker","South Essex (Rochford/Rayleigh belt)","Benfleet","SS7 5TG","","https://gandginsurance.co.uk/","no","David Walker","Director","","","https://find-and-update.company-information.service.gov.uk/company/13680005/officers","An independent insurance and reinsurance broker in Benfleet.","","2026-07-22",""
"Advent Insurance Management Limited","B","Insurance / MGA outsourcing services","South Essex (Chelmsford)","Chelmsford","CM1 1QL","","https://www.adventinsurancemanagement.com/","no","Jerry McArthur","Managing Director","","","https://find-and-update.company-information.service.gov.uk/company/09431993","A Chelmsford firm providing outsourced services to MGAs and coverholders in the Lloyd's and London insurance market.","","2026-07-22",""
"Advent Insurance Management Limited","B","Insurance / MGA outsourcing services","South Essex (Chelmsford)","Chelmsford","CM1 1QL","","https://www.adventinsurancemanagement.com/","no","Paul Bermingham","Director","","","https://find-and-update.company-information.service.gov.uk/company/09431993","A Chelmsford firm providing outsourced services to MGAs and coverholders in the Lloyd's and London insurance market.","","2026-07-22",""
"Advent Insurance Management Limited","B","Insurance / MGA outsourcing services","South Essex (Chelmsford)","Chelmsford","CM1 1QL","","https://www.adventinsurancemanagement.com/","no","Piet Middelkoop","Director","","","https://find-and-update.company-information.service.gov.uk/company/09431993","A Chelmsford firm providing outsourced services to MGAs and coverholders in the Lloyd's and London insurance market.","","2026-07-22",""
"Elite Business Funding Limited","B","Commercial finance broker","South Essex (Chelmsford)","Chelmsford","CM2 0RG","","https://www.elitebusinessfunding.co.uk/","no","Craig Daniel Childs","Director","","","https://find-and-update.company-information.service.gov.uk/company/11133705/officers","A Chelmsford commercial finance broker arranging business funding from 200+ lenders.","","2026-07-22",""
"Elite Business Funding Limited","B","Commercial finance broker","South Essex (Chelmsford)","Chelmsford","CM2 0RG","","https://www.elitebusinessfunding.co.uk/","no","Charles William Groves","Director","","","https://find-and-update.company-information.service.gov.uk/company/11133705/officers","A Chelmsford commercial finance broker arranging business funding from 200+ lenders.","","2026-07-22",""
"Vortex Accountants Ltd","B","Accountancy practice","South Essex (Grays/Thurrock)","Stanford-le-Hope","","","https://vortexaccountants.co.uk/","no","Daniel Michael McManus","Director","contact@vortexaccountants.co.uk","generic","https://vortexaccountants.co.uk/essex-accountancy-practice/","A Stanford-le-Hope accountancy practice (formerly the PBA Group) serving Canvey Island and wider Essex.","","2026-07-22",""
"Vortex Accountants Ltd","B","Accountancy practice","South Essex (Grays/Thurrock)","Stanford-le-Hope","","","https://vortexaccountants.co.uk/","no","Paul Anthony Baker","Founder","contact@vortexaccountants.co.uk","generic","https://vortexaccountants.co.uk/essex-accountancy-practice/","A Stanford-le-Hope accountancy practice (formerly the PBA Group) serving Canvey Island and wider Essex.","","2026-07-22",""
"RGC Accountancy Services Ltd","B","Accountancy practice","South Essex (Basildon/Brentwood belt)","Wickford","SS11 8YB","","https://www.rgcaccountancy.co.uk/","no","Rita Isabella Crocombe","Director","","","https://find-and-update.company-information.service.gov.uk/company/05693708/officers","An independent AAT-regulated accountancy practice in Wickford, established 2006.","","2026-07-22",""
"GKA Accountants Ltd","B","Accountancy practice","South Essex (Basildon/Brentwood belt)","Wickford","SS12 0HD","","https://www.gkatax.com/","no","Craig Robert Walker","Director","","","https://find-and-update.company-information.service.gov.uk/company/05453998/officers","A Wickford accountancy practice, established 2005, serving business and personal clients.","","2026-07-22",""
"Devine Financial Management Ltd","A","IFA / wealth management (chartered)","South Essex (Southend core)","Southend-on-Sea","","","https://dfmadvice.co.uk/","no","Tony Devine","Director","","","https://dfmadvice.co.uk/","A Southend chartered IFA and wealth manager whose director is both a Chartered Financial Planner and a Chartered Accountant.","","2026-07-22",""
"Harbour Financial","A","IFA / financial planning","South Essex (Rochford/Rayleigh belt)","Rochford","SS4 1AJ","","https://www.harbourfinancial.co.uk/","no","David Styles","Independent Financial Adviser","ifa@harbourfinancial.co.uk","generic","https://www.harbourfinancial.co.uk/","An independent financial adviser at Battlesbridge Harbour, Rochford, established 2000.","","2026-07-22",""
"Rowland Hall Limited","B","Chartered accountants","South Essex (Grays/Thurrock)","Grays","RM17 5ED","","https://www.rowlandhall.co.uk/","no","Dean Matthew Flood","Director","","","https://find-and-update.company-information.service.gov.uk/company/02345669/officers","A Grays and Canvey Island firm of chartered accountants, established 1933.","","2026-07-22",""
"Rowland Hall Limited","B","Chartered accountants","South Essex (Grays/Thurrock)","Grays","RM17 5ED","","https://www.rowlandhall.co.uk/","no","David Anthony Street","Director","","","https://find-and-update.company-information.service.gov.uk/company/02345669/officers","A Grays and Canvey Island firm of chartered accountants, established 1933.","","2026-07-22",""
"Hill Wooldridge Accountants Limited","B","Chartered certified accountants","South Essex (Basildon/Brentwood belt)","Brentwood","CM14 4BD","","https://www.hillwooldridge.com/","no","Timothy John Horner","Director","","","https://find-and-update.company-information.service.gov.uk/company/05557208/officers","An independent Brentwood firm of chartered certified accountants serving SMEs and individuals.","","2026-07-22",""
"Hill Wooldridge Accountants Limited","B","Chartered certified accountants","South Essex (Basildon/Brentwood belt)","Brentwood","CM14 4BD","","https://www.hillwooldridge.com/","no","Tracey Clare Horner","Director","","","https://find-and-update.company-information.service.gov.uk/company/05557208/officers","An independent Brentwood firm of chartered certified accountants serving SMEs and individuals.","","2026-07-22",""
"Espiene Ltd","A","IFA / financial planning","South Essex (Rochford/Rayleigh belt)","Rochford","","","https://www.espiene.com/","no","Sandra Goff","Director","","","https://www.espiene.com/","A Rochford independent financial adviser, established 2002.","","2026-07-22",""
"Espiene Ltd","A","IFA / financial planning","South Essex (Rochford/Rayleigh belt)","Rochford","","","https://www.espiene.com/","no","Paul Hammond","Director","","","https://www.espiene.com/","A Rochford independent financial adviser, established 2002.","","2026-07-22",""
"Chalkwell Insurance Services Ltd","B","Insurance broker","South Essex (Southend core)","Westcliff-on-Sea","SS0 9ST","","http://www.chalkwellinsurance.co.uk/","no","Sandra Adubi","Director","","","https://find-and-update.company-information.service.gov.uk/company/08049456/officers","An independent Westcliff insurance intermediary since 1993, covering personal and commercial clients.","","2026-07-22",""
"Paragon Independent Financial Advisers Limited","A","IFA / financial planning","South Essex (Basildon/Brentwood belt)","Basildon","SS14 3BB","","https://www.paragon-ifa.co.uk/","no","Steven John West","Director","","","https://find-and-update.company-information.service.gov.uk/company/04722733/officers","An independent financial adviser in Basildon advising clients across Essex and the South.","","2026-07-22",""
"D & L Accountancy Services Ltd","B","Chartered accountants","South Essex (Chelmsford)","Writtle","CM1 3ST","","https://www.dlaccountancy.co.uk/","no","David Radford","Director","","","https://find-and-update.company-information.service.gov.uk/company/07161122/officers","A chartered accountancy firm near Chelmsford (Writtle) serving local businesses.","","2026-07-22",""
"Green Light Insurance Services Limited","B","Specialist insurance broker","South Essex (Basildon/Brentwood belt)","Billericay","CM12 0BT","","https://www.greenlightinsurance.co.uk/","no","Anthony Roy Fehily","Managing Director","","","https://find-and-update.company-information.service.gov.uk/company/03229498/officers","A Billericay specialist modified-vehicle insurance broker established 1996.","","2026-07-22",""
"Green Light Insurance Services Limited","B","Specialist insurance broker","South Essex (Basildon/Brentwood belt)","Billericay","CM12 0BT","","https://www.greenlightinsurance.co.uk/","no","Neil Fehily","Director","","","https://find-and-update.company-information.service.gov.uk/company/03229498/officers","A Billericay specialist modified-vehicle insurance broker established 1996.","","2026-07-22",""
"The Insurance Boutique Limited","B","Insurance broker","South Essex (Southend core)","Leigh-on-Sea","SS9 1PZ","","https://theinsuranceboutique.co.uk/","no","Penny Fiona Goodridge","Director","","","https://find-and-update.company-information.service.gov.uk/company/12545605/officers","A Leigh-on-Sea insurance broker specialising in private medical insurance and protection such as key-person cover.","","2026-07-22",""
"EFM Insurance & Financial Group","A","Commercial insurance broker / IFA","South Essex (Southend core)","Leigh-on-Sea","","","https://www.efmgroup.co.uk/","no","","","enquiries@efmgroup.co.uk","generic","https://www.efmgroup.co.uk/","A Leigh-on-Sea commercial insurance broker and independent financial adviser, established 1991.","","2026-07-22",""
"Sygma Financial Services Ltd","B","commercial finance & mortgage broker","South Essex (Southend core)","Southend-on-Sea","SS9 4LT","1-5","https://www.sygmafs.com/","no","I Dartnell","Director","info@sygmafs.com","generic","https://www.sygmafs.com/","Full-service broker offering residential and commercial mortgages, bridging finance, asset finance and invoice factoring.","","2026-07-26",""
"Dukes Financial Planning LLP","A","wealth management / financial planning","South Essex (Southend core)","Westcliff-on-Sea","SS0 9QJ","5-10","https://dukesfinancialplanning.co.uk/","no","Katrina Duke","Founder / Partner","contact@dukesfinancialplanning.co.uk","generic","https://dukesfinancialplanning.co.uk/our-team/","Corporate Chartered Financial Planners specialising in pensions, investments and retirement planning.","","2026-07-26",""
"Dukes Financial Planning LLP","A","wealth management / financial planning","South Essex (Southend core)","Westcliff-on-Sea","SS0 9QJ","5-10","https://dukesfinancialplanning.co.uk/","no","Adam Norman","Partner","contact@dukesfinancialplanning.co.uk","generic","https://dukesfinancialplanning.co.uk/our-team/","Corporate Chartered Financial Planners specialising in pensions, investments and retirement planning.","","2026-07-26",""
"Dukes Financial Planning LLP","A","wealth management / financial planning","South Essex (Southend core)","Westcliff-on-Sea","SS0 9QJ","5-10","https://dukesfinancialplanning.co.uk/","no","Taylor Duke","Partner","contact@dukesfinancialplanning.co.uk","generic","https://dukesfinancialplanning.co.uk/our-team/","Corporate Chartered Financial Planners specialising in pensions, investments and retirement planning.","","2026-07-26",""
"Edward Paul Financial Planning Ltd","A","IFA / financial planning","South Essex (Southend core)","Westcliff-on-Sea","SS0 9PE","1-5","https://www.edwardpaul.co.uk/","no","Paul Varker","Financial Adviser / Director","paul@edwardpaul.co.uk","published","https://www.edwardpaul.co.uk/","Independent advisers of 25+ years covering pensions, investments, mortgages, equity release and protection.","","2026-07-26",""
"Choice Insurance Agency Ltd","B","insurance underwriting agency (MGA)","South Essex (Southend core)","Southend-on-Sea","SS2 6AJ","5-10","https://www.choiceinsuranceagency.co.uk/","no","Mark Williams","Director","info@choiceinsuranceagency.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/04420555/officers","Underwriting agent placing business, landlord and personal insurance with a panel of insurers via broker partners.","","2026-07-26",""
"Choice Insurance Agency Ltd","B","insurance underwriting agency (MGA)","South Essex (Southend core)","Southend-on-Sea","SS2 6AJ","5-10","https://www.choiceinsuranceagency.co.uk/","no","Natalie Williams","Director","info@choiceinsuranceagency.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/04420555/officers","Underwriting agent placing business, landlord and personal insurance with a panel of insurers via broker partners.","","2026-07-26",""
"Aequalis Accounting Ltd","B","accountancy & payroll","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 7UP","3-5","https://www.aequalis.tax","no","Victoria Ramsay","Managing Director","hello@aequalis.tax","generic","https://www.aequalis.tax/contact-us","Qualified accountants and payroll experts working on cloud platforms (Xero, FreeAgent, BrightPay) for SMEs.","","2026-07-26",""
"Aequalis Accounting Ltd","B","accountancy & payroll","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 7UP","3-5","https://www.aequalis.tax","no","Hannah Dumenil","Director of Payroll Operations","hello@aequalis.tax","generic","https://www.aequalis.tax","Qualified accountants and payroll experts working on cloud platforms (Xero, FreeAgent, BrightPay) for SMEs.","","2026-07-26",""
"MAPS Wealth Management Ltd","A","wealth management / financial planning","South Essex (Rochford/Rayleigh belt)","Rayleigh","SS6 9EH","1-5","https://www.mapswealth.co.uk/","no","Nathalie Quigley","Financial Adviser","hello@themaps.co.uk","generic","https://www.mapswealth.co.uk/about-us","Small independent firm of Chartered Financial Planners focused on retirement, cashflow and trust planning.","","2026-07-26",""
"Clive Ingram Independent Financial Adviser","A","IFA / financial planning","South Essex (Rochford/Rayleigh belt)","Hockley","SS5 4PY","1-5","https://www.cliveingram.com/","no","Clive Ingram","Principal / IFA","clive@cliveingram.com","published","https://www.cliveingram.com/","Independent adviser (24+ years) covering pensions, investments, mortgages, equity release and protection.","","2026-07-26",""
"Groves Mortgage & Insurance Services Ltd","B","mortgage & protection broker","South Essex (Rochford/Rayleigh belt)","Benfleet","SS7 5XG","1-5","https://www.gmis.co.uk/","no","Patrick Reeve","Director","info@gmis.co.uk","generic","https://find-and-update.company-information.service.gov.uk/company/05088437/officers","FCA-regulated mortgage and protection specialists trading since 2004.","site 403 anti-bot; corroborated via Companies House + FCA","2026-07-26",""
"Taylors Chartered Accountants","B","accountancy","South Essex (Rochford/Rayleigh belt)","Hadleigh","SS7 2RD","1-5","https://taylorscharteredaccountants.yolasite.com/","no","Colin Taylor","Founder / Principal","","","https://taylorscharteredaccountants.yolasite.com/","Established 1984, providing accounts, bookkeeping, VAT, payroll and tax returns to local SMEs.","","2026-07-26",""
